Id,source,SalePrice,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood
26,train,256300.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14230,Corner,110.0,Reg,0,20,RL,640.0,Stone,,0,7,NridgHt
27,train,134800.0,GasA,TA,1Story,1,Gd,Lvl,Gtl,7200,Corner,60.0,Reg,0,20,RL,0.0,None,,0,5,NAmes
28,train,306000.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11478,Inside,98.0,Reg,0,20,RL,200.0,Stone,,0,5,NridgHt
29,train,207500.0,GasA,TA,1Story,1,TA,Lvl,Gtl,16321,CulDSac,47.0,IR1,0,20,RL,0.0,None,,0,12,NAmes
30,train,68500.0,GasA,Fa,1Story,1,Fa,Lvl,Gtl,6324,Inside,60.0,IR1,0,30,RM,0.0,None,,0,5,BrkSide
31,train,40000.0,GasA,TA,2Story,1,TA,Lvl,Gtl,8500,Inside,50.0,Reg,0,70,C (all),0.0,None,,0,7,IDOTRR
32,train,149350.0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,8544,CulDSac,,IR1,0,20,RL,0.0,None,,0,6,Sawyer
33,train,179900.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11049,Corner,85.0,Reg,0,20,RL,0.0,None,,0,1,CollgCr
34,train,165500.0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,10552,Inside,70.0,IR1,0,20,RL,0.0,None,,0,4,NAmes
35,train,277500.0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7313,Inside,60.0,Reg,0,120,RL,246.0,BrkFace,,0,8,NridgHt
36,train,309000.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13418,Inside,108.0,Reg,0,60,RL,132.0,Stone,,0,9,NridgHt
37,train,145000.0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10859,Corner,112.0,Reg,0,20,RL,0.0,None,,0,6,CollgCr
38,train,153000.0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8532,Inside,74.0,Reg,0,20,RL,650.0,BrkFace,,0,10,NAmes
39,train,109000.0,GasA,TA,1Story,1,Gd,Lvl,Gtl,7922,Inside,68.0,Reg,0,20,RL,0.0,None,,0,1,NAmes
40,train,82000.0,GasA,TA,1Story,2,Fa,Lvl,Gtl,6040,Inside,65.0,Reg,0,90,RL,0.0,None,,0,6,Edwards
41,train,160000.0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8658,Inside,84.0,Reg,0,20,RL,101.0,BrkFace,,0,12,NAmes
42,train,170000.0,GasA,Gd,1Story,1,TA,Lvl,Gtl,16905,Inside,115.0,Reg,0,20,RL,0.0,None,,0,7,Timber
43,train,144000.0,GasA,Gd,SFoyer,1,Gd,Lvl,Gtl,9180,CulDSac,,IR1,0,85,RL,0.0,None,,0,12,SawyerW
44,train,130250.0,GasA,TA,1Story,1,TA,Lvl,Gtl,9200,CulDSac,,IR1,0,20,RL,0.0,None,,0,7,CollgCr
45,train,141000.0,GasA,Ex,1Story,1,TA,Lvl,Gtl,7945,Inside,70.0,Reg,0,20,RL,0.0,None,,0,5,NAmes
46,train,319900.0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7658,Inside,61.0,Reg,0,120,RL,412.0,BrkFace,,0,2,NridgHt
47,train,239686.0,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,12822,CulDSac,48.0,IR1,0,50,RL,0.0,None,,0,8,Mitchel
48,train,249700.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11096,Inside,84.0,Reg,0,20,FV,0.0,None,,0,7,Somerst
49,train,113000.0,GasA,Gd,2Story,3,TA,Lvl,Gtl,4456,Inside,33.0,Reg,0,190,RM,0.0,None,,0,6,OldTown
50,train,127000.0,GasA,Ex,1Story,1,TA,Lvl,Gtl,7742,Inside,66.0,Reg,0,20,RL,0.0,None,,0,1,Sawyer
51,train,177000.0,GasA,Gd,2Story,1,TA,Lvl,Gtl,13869,Corner,,IR2,0,60,RL,0.0,None,,0,7,Gilbert
52,train,114500.0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,6240,Inside,52.0,Reg,360,50,RM,0.0,None,Shed,400,9,BrkSide
53,train,110000.0,GasA,TA,1Story,1,TA,Bnk,Mod,8472,Corner,110.0,IR2,0,90,RM,0.0,None,,0,5,IDOTRR
54,train,385000.0,GasA,Gd,1Story,1,Gd,Low,Gtl,50271,Inside,68.0,IR1,0,20,RL,0.0,None,,0,11,Veenker
55,train,130000.0,GasA,TA,SLvl,1,TA,Bnk,Mod,7134,Inside,60.0,Reg,0,80,RL,0.0,None,,0,2,NAmes
56,train,180500.0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10175,Inside,100.0,IR1,0,20,RL,272.0,BrkFace,,0,7,NAmes
57,train,172500.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2645,Inside,24.0,Reg,0,160,FV,456.0,BrkFace,,0,8,Somerst
58,train,196500.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11645,Corner,89.0,IR1,0,60,RL,0.0,None,,0,8,CollgCr
59,train,438780.0,GasA,Ex,2Story,1,Gd,HLS,Gtl,13682,CulDSac,66.0,IR2,0,60,RL,1031.0,BrkFace,,0,10,StoneBr
60,train,124900.0,GasA,Ex,1Story,1,TA,Bnk,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,None,,0,1,CollgCr
61,train,158000.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,13072,Inside,63.0,Reg,0,20,RL,0.0,None,,0,5,SawyerW
62,train,101000.0,GasA,TA,2.5Unf,1,Fa,Lvl,Gtl,7200,Inside,60.0,Reg,0,75,RM,0.0,None,,0,3,IDOTRR
63,train,202500.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6442,Inside,44.0,IR1,0,120,RL,178.0,Stone,,0,10,NridgHt
64,train,140000.0,GasA,Gd,2Story,1,TA,Bnk,Gtl,10300,Inside,50.0,IR1,0,70,RM,0.0,None,,0,4,OldTown
65,train,219500.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9375,Inside,,Reg,0,60,RL,573.0,BrkFace,,0,2,CollgCr
66,train,317000.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9591,Inside,76.0,Reg,0,60,RL,344.0,BrkFace,,0,10,NridgHt
67,train,180000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,19900,Inside,,Reg,0,20,RL,287.0,BrkFace,,0,7,NAmes
68,train,226000.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10665,Inside,72.0,IR1,0,20,RL,167.0,BrkFace,,0,6,CollgCr
69,train,80000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,4608,Corner,47.0,Reg,0,30,RM,0.0,None,,0,6,OldTown
70,train,225000.0,GasW,TA,1.5Fin,1,TA,Lvl,Gtl,15593,Corner,81.0,Reg,0,50,RL,0.0,None,,0,7,ClearCr
71,train,244000.0,GasA,Ex,1Story,1,TA,Lvl,Gtl,13651,Inside,95.0,IR1,0,20,RL,1115.0,BrkFace,,0,2,NAmes
72,train,129500.0,GasA,TA,1Story,1,TA,Lvl,Gtl,7599,Corner,69.0,Reg,0,20,RL,0.0,None,,0,6,Mitchel
73,train,185000.0,GasA,Gd,2Story,1,TA,Lvl,Gtl,10141,Corner,74.0,IR1,0,60,RL,40.0,BrkFace,,0,12,Gilbert
74,train,144900.0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10200,Inside,85.0,Reg,0,20,RL,104.0,BrkFace,,0,5,NAmes
75,train,107400.0,GasA,Gd,2Story,2,TA,Lvl,Gtl,5790,Corner,60.0,Reg,0,50,RM,0.0,None,,0,5,OldTown
76,train,91000.0,GasA,TA,SLvl,1,TA,Lvl,Gtl,1596,Inside,21.0,Reg,0,180,RM,0.0,None,,0,11,MeadowV
77,train,135750.0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8475,Inside,,IR1,0,20,RL,0.0,None,,0,4,NAmes
78,train,127000.0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,8635,Inside,50.0,Reg,0,50,RM,0.0,None,,0,1,BrkSide
79,train,136500.0,GasA,TA,1Story,2,TA,Lvl,Gtl,10778,Inside,72.0,Reg,0,90,RL,0.0,None,,0,4,Sawyer
80,train,110000.0,GasA,Gd,2Story,1,TA,Lvl,Gtl,10440,Corner,60.0,Reg,0,50,RM,0.0,None,,0,5,OldTown
81,train,193500.0,GasA,TA,2Story,1,Gd,Lvl,Gtl,13000,Corner,100.0,Reg,0,60,RL,576.0,BrkFace,,0,6,NAmes
82,train,153500.0,GasA,Ex,1Story,1,TA,Lvl,Gtl,4500,FR2,32.0,Reg,0,120,RM,443.0,BrkFace,,0,3,Mitchel
83,train,245000.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10206,Inside,78.0,Reg,0,20,RL,468.0,Stone,,0,10,Somerst
84,train,126500.0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8892,Inside,80.0,IR1,0,20,RL,66.0,BrkCmn,,0,7,NAmes
85,train,168500.0,GasA,Gd,SLvl,1,TA,Lvl,Gtl,8530,Inside,,IR1,0,80,RL,22.0,BrkFace,Shed,700,5,Gilbert
86,train,260000.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16059,Corner,121.0,Reg,0,60,RL,284.0,BrkFace,,0,4,NoRidge
87,train,174000.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11911,Inside,122.0,IR2,0,60,RL,0.0,None,,0,3,Gilbert
88,train,164500.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,3951,Corner,40.0,Reg,0,160,FV,76.0,Stone,,0,6,Somerst
89,train,85000.0,GasA,TA,1.5Fin,1,Fa,Lvl,Gtl,8470,Corner,105.0,IR1,513,50,C (all),0.0,None,,0,10,IDOTRR
90,train,123600.0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8070,Inside,60.0,Reg,0,20,RL,0.0,None,,0,8,CollgCr
91,train,109900.0,GasA,TA,1Story,1,TA,Lvl,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,None,,0,7,NAmes
92,train,98600.0,GasA,TA,1Story,1,TA,Lvl,Gtl,8500,Inside,85.0,Reg,0,20,RL,203.0,BrkCmn,,0,12,NAmes
93,train,163500.0,GasA,Ex,1Story,1,TA,HLS,Gtl,13360,Inside,80.0,IR1,0,30,RL,0.0,None,,0,8,Crawfor
94,train,133900.0,GasW,Ex,2.5Unf,2,TA,Lvl,Gtl,7200,Corner,60.0,Reg,0,190,C (all),0.0,None,,0,11,OldTown
95,train,204750.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9337,Inside,69.0,IR1,0,60,RL,0.0,None,,0,5,CollgCr
96,train,185000.0,GasA,Gd,2Story,1,TA,Lvl,Gtl,9765,Corner,,IR2,0,60,RL,68.0,BrkFace,Shed,480,4,Gilbert
97,train,214000.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10264,Inside,78.0,IR1,0,20,RL,183.0,BrkFace,,0,8,CollgCr
98,train,94750.0,GasA,TA,1Story,1,TA,HLS,Gtl,10921,Inside,73.0,Reg,0,20,RL,48.0,BrkFace,,0,5,Edwards
99,train,83000.0,GasA,Fa,1Story,1,TA,Lvl,Gtl,10625,Corner,85.0,Reg,0,30,RL,0.0,None,Shed,400,5,Edwards
100,train,128950.0,GasA,Fa,1Story,1,TA,Lvl,Gtl,9320,Inside,77.0,IR1,0,20,RL,0.0,None,Shed,400,1,NAmes
101,train,205000.0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,10603,Inside,,IR1,0,20,RL,28.0,BrkFace,,0,2,NWAmes
102,train,178000.0,GasA,TA,2Story,1,Gd,Lvl,Gtl,9206,Inside,77.0,Reg,0,60,RL,336.0,BrkFace,,0,6,SawyerW
103,train,118964.0,GasA,TA,1Story,2,TA,Bnk,Gtl,7018,Inside,64.0,Reg,0,90,RL,0.0,None,,0,6,SawyerW
104,train,198900.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10402,Corner,94.0,IR1,0,20,RL,0.0,None,,0,5,CollgCr
105,train,169500.0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,7758,Corner,,Reg,0,50,RM,600.0,BrkFace,,0,6,IDOTRR
106,train,250000.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9375,Inside,75.0,Reg,0,60,FV,768.0,BrkFace,,0,8,Somerst
107,train,100000.0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10800,Inside,60.0,Reg,0,30,RM,0.0,None,Shed,450,8,OldTown
108,train,115000.0,GasA,Ex,1Story,1,TA,Lvl,Gtl,6000,Inside,50.0,Reg,0,20,RM,0.0,None,,0,4,OldTown
109,train,115000.0,GasW,TA,1.5Fin,1,Fa,Lvl,Gtl,8500,Corner,85.0,Reg,0,50,RM,0.0,None,,0,8,IDOTRR
110,train,190000.0,GasA,Ex,1Story,1,TA,Lvl,Gtl,11751,Inside,105.0,IR1,0,20,RL,480.0,BrkFace,,0,1,NWAmes
111,train,136900.0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,9525,Inside,75.0,Reg,0,50,RL,0.0,None,,0,10,Edwards
112,train,180000.0,GasA,Ex,SLvl,1,TA,Lvl,Gtl,7750,Inside,,IR1,0,80,RL,0.0,None,,0,4,Gilbert
113,train,383970.0,GasA,Ex,2Story,1,Ex,Lvl,Gtl,9965,Inside,77.0,Reg,0,60,RL,220.0,Stone,,0,10,CollgCr
114,train,217000.0,GasA,TA,1Story,1,Gd,Bnk,Gtl,21000,Corner,,Reg,0,20,RL,184.0,BrkFace,,0,10,Crawfor
115,train,259500.0,GasA,Ex,2Story,1,Gd,Lvl,Mod,7259,Inside,61.0,IR1,0,70,RL,0.0,None,,0,7,Crawfor
116,train,176000.0,GasA,Gd,2Story,1,TA,Lvl,Gtl,3230,Corner,34.0,Reg,0,160,FV,1129.0,BrkFace,,0,6,Somerst
117,train,139000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,11616,Inside,,Reg,0,20,RL,116.0,BrkFace,,0,9,Sawyer
118,train,155000.0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8536,Corner,74.0,Reg,0,20,RL,0.0,None,,0,4,Edwards
119,train,320000.0,GasA,Gd,2Story,1,Gd,Lvl,Gtl,12376,Corner,90.0,Reg,0,60,RL,0.0,None,,0,5,SawyerW
120,train,163990.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8461,Inside,65.0,Reg,0,60,RL,0.0,None,,0,7,CollgCr
121,train,180000.0,GasA,Ex,SLvl,1,TA,Low,Sev,21453,CulDSac,,IR1,0,80,RL,0.0,None,,0,10,ClearCr
122,train,100000.0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,6060,Inside,50.0,Reg,0,50,RM,0.0,None,,0,6,IDOTRR
123,train,136000.0,GasA,Gd,1Story,1,TA,Lvl,Gtl,9464,Corner,75.0,Reg,0,20,RL,135.0,BrkFace,,0,6,NAmes
124,train,153900.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7892,Inside,55.0,Reg,0,120,RL,0.0,None,,0,3,SawyerW
125,train,181000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,17043,CulDSac,48.0,IR1,0,20,RL,0.0,None,,0,1,NWAmes
126,train,84500.0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,6780,Inside,60.0,Reg,234,190,RM,0.0,None,,0,6,IDOTRR
127,train,128000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,4928,Inside,,IR1,0,120,RL,0.0,None,,0,2,NPkVill
128,train,87000.0,GasA,Ex,1.5Unf,1,TA,Bnk,Gtl,4388,Inside,55.0,IR1,0,45,RM,0.0,None,,0,6,OldTown
129,train,155000.0,GasA,TA,2Story,1,TA,Lvl,Gtl,7590,Inside,69.0,Reg,0,60,RL,266.0,BrkFace,,0,7,NAmes
130,train,150000.0,GasA,TA,1Story,1,Ex,Lvl,Gtl,8973,Inside,69.0,Reg,0,20,RL,85.0,BrkFace,,0,7,NAmes
131,train,226000.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14200,Corner,88.0,Reg,0,60,RL,309.0,BrkFace,,0,5,NAmes
132,train,244000.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12224,Corner,,IR1,0,60,RL,40.0,BrkFace,,0,7,Gilbert
133,train,150750.0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,7388,Corner,75.0,Reg,0,20,RL,0.0,None,,0,7,NAmes
134,train,220000.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6853,Inside,,IR1,0,20,RL,136.0,BrkFace,,0,6,Timber
135,train,180000.0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10335,Inside,78.0,IR1,0,20,RL,0.0,None,,0,7,Sawyer
136,train,174000.0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10400,Inside,80.0,Reg,0,20,RL,288.0,BrkFace,,0,5,NWAmes
137,train,143000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,10355,Corner,,IR1,0,20,RL,196.0,BrkFace,,0,7,NAmes
138,train,171000.0,GasA,Gd,1Story,2,TA,Lvl,Gtl,11070,Inside,82.0,Reg,0,90,RL,70.0,BrkFace,,0,7,Mitchel
139,train,230000.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9066,Inside,73.0,IR1,0,60,RL,320.0,BrkFace,,0,12,CollgCr
140,train,231500.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,15426,Inside,65.0,IR1,0,60,RL,0.0,None,,0,8,CollgCr
141,train,115000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,10500,FR2,70.0,Reg,0,20,RL,0.0,None,,0,4,NAmes
142,train,260000.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11645,Inside,78.0,Reg,0,20,RL,0.0,None,,0,1,CollgCr
143,train,166000.0,GasA,Fa,1.5Fin,1,TA,Lvl,Gtl,8520,Corner,71.0,Reg,0,50,RL,0.0,None,,0,6,NAmes
144,train,204000.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10335,Inside,78.0,IR1,0,20,RL,183.0,BrkFace,,0,6,CollgCr
145,train,125000.0,GasA,TA,1Story,2,TA,Lvl,Gtl,9100,Inside,70.0,Reg,0,90,RM,336.0,BrkFace,,0,11,Sawyer
146,train,130000.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2522,Inside,24.0,Reg,0,160,RM,50.0,Stone,,0,4,Edwards
147,train,105000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,6120,Corner,51.0,Reg,0,30,RM,0.0,None,,0,11,BrkSide
148,train,222500.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9505,CulDSac,,IR1,0,60,RL,180.0,BrkFace,,0,5,Gilbert
149,train,141000.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7500,Inside,63.0,Reg,0,20,RL,120.0,BrkFace,,0,4,SawyerW
150,train,115000.0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,6240,Inside,,Reg,0,50,RM,0.0,None,,0,4,BrkSide
151,train,122000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,10356,Corner,120.0,Reg,0,20,RL,0.0,None,,0,1,CollgCr
152,train,372402.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,13891,Inside,107.0,Reg,0,20,RL,436.0,Stone,,0,1,NridgHt
153,train,190000.0,GasA,Gd,2Story,1,TA,Lvl,Gtl,14803,CulDSac,,IR1,0,60,RL,252.0,BrkFace,,0,6,NWAmes
154,train,235000.0,GasA,Gd,1Story,1,TA,Lvl,Gtl,13500,Inside,,Reg,0,20,RL,0.0,None,,0,3,ClearCr
155,train,125000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,11340,Corner,84.0,Reg,0,30,RM,0.0,None,,0,3,OldTown
156,train,79000.0,Grav,Fa,1.5Fin,1,TA,Lvl,Gtl,9600,Corner,60.0,Reg,0,50,RL,0.0,None,,0,4,Edwards
157,train,109500.0,GasA,TA,1Story,1,TA,Lvl,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,None,,0,6,NAmes
158,train,269500.0,GasA,Ex,2Story,1,Ex,Lvl,Gtl,12003,Corner,92.0,Reg,0,60,RL,84.0,BrkFace,,0,5,Timber
159,train,254900.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12552,Corner,100.0,Reg,0,60,FV,0.0,None,,0,5,Somerst
160,train,320000.0,GasA,Ex,2Story,1,Gd,HLS,Gtl,19378,Corner,134.0,IR1,0,60,RL,456.0,BrkFace,,0,3,Gilbert
161,train,162500.0,GasA,TA,1Story,1,TA,Lvl,Gtl,11120,CulDSac,,IR1,0,20,RL,0.0,None,,0,6,Veenker
162,train,412500.0,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13688,Inside,110.0,IR1,0,60,RL,664.0,BrkFace,,0,3,NridgHt
163,train,220000.0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12182,Corner,95.0,Reg,0,20,RL,226.0,BrkFace,,0,5,NridgHt
164,train,103200.0,GasA,Ex,1.5Unf,1,TA,Lvl,Gtl,5500,Inside,55.0,Reg,0,45,RL,0.0,None,,0,4,OldTown
165,train,152000.0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,5400,Corner,40.0,Reg,0,40,RM,0.0,None,,0,10,OldTown
166,train,127500.0,GasA,Gd,1.5Fin,2,TA,Lvl,Gtl,10106,Inside,62.0,Reg,0,190,RL,0.0,None,,0,9,Edwards
167,train,190000.0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10708,Inside,,IR1,0,20,RL,0.0,None,,0,11,ClearCr
168,train,325624.0,GasA,Ex,2Story,1,Ex,Lvl,Gtl,10562,Inside,86.0,Reg,0,60,RL,300.0,Stone,,0,11,NridgHt
169,train,183500.0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8244,Inside,62.0,IR1,0,60,RL,0.0,None,,0,5,Gilbert
170,train,228000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,16669,Corner,,IR1,0,20,RL,653.0,BrkFace,,0,1,Timber
171,train,128500.0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,12358,Inside,,IR1,528,50,RM,0.0,None,,0,5,OldTown
172,train,215000.0,GasA,Fa,1Story,1,TA,Lvl,Gtl,31770,Corner,141.0,IR1,0,20,RL,112.0,Stone,,0,5,NAmes
173,train,239000.0,GasA,Gd,2Story,1,Gd,Lvl,Gtl,5306,Inside,44.0,IR1,0,160,RL,0.0,None,,0,6,StoneBr
174,train,163000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,10197,Inside,80.0,IR1,0,20,RL,491.0,BrkCmn,,0,6,NAmes
175,train,184000.0,GasA,TA,1Story,1,TA,Lvl,Gtl,12416,Inside,47.0,IR1,0,20,RL,132.0,Stone,,0,11,Timber
176,train,243000.0,GasA,TA,1Story,1,Gd,Lvl,Gtl,12615,Corner,84.0,Reg,0,20,RL,0.0,None,,0,6,Edwards
177,train,211000.0,GasA,TA,2Story,1,TA,Lvl,Gtl,10029,Corner,97.0,IR1,0,60,RL,268.0,BrkFace,,0,9,ClearCr
178,train,172500.0,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,13650,Inside,,Reg,0,50,RL,0.0,None,,0,7,Sawyer
179,train,501837.0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,17423,CulDSac,63.0,IR1,0,20,RL,748.0,Stone,,0,7,StoneBr
