Id,source,SalePrice,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical
56,train,180500.0,1425,0,407,,3,1Fam,TA,No,490.0,0.0,BLQ,Unf,0.0,0.0,TA,935.0,Y,Norm,Norm,SBrkr
57,train,172500.0,983,756,0,Pave,3,Twnhs,TA,No,649.0,0.0,GLQ,Unf,1.0,0.0,Gd,321.0,Y,Norm,Norm,SBrkr
58,train,196500.0,860,860,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,860.0,Y,Norm,Norm,SBrkr
59,train,438780.0,1426,1519,0,,3,1Fam,TA,Gd,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1410.0,Y,Norm,Norm,SBrkr
60,train,124900.0,780,0,0,,2,1Fam,TA,Av,632.0,0.0,ALQ,Unf,0.0,0.0,TA,148.0,Y,Norm,Norm,SBrkr
61,train,158000.0,1158,0,0,,3,1Fam,TA,No,941.0,0.0,ALQ,Unf,1.0,0.0,Gd,217.0,Y,RRAe,Norm,SBrkr
62,train,101000.0,581,530,0,,3,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,530.0,N,Norm,Norm,SBrkr
63,train,202500.0,1370,0,0,,2,TwnhsE,Gd,Mn,24.0,0.0,GLQ,Unf,0.0,0.0,Gd,1346.0,Y,Norm,Norm,SBrkr
64,train,140000.0,902,808,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,576.0,Y,RRAn,Feedr,SBrkr
65,train,219500.0,1057,977,0,,3,1Fam,TA,No,739.0,0.0,GLQ,Unf,1.0,0.0,Gd,318.0,Y,Norm,Norm,SBrkr
66,train,317000.0,1143,1330,0,,4,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1143.0,Y,Norm,Norm,SBrkr
67,train,180000.0,2207,0,0,,3,1Fam,TA,Gd,912.0,0.0,GLQ,Unf,1.0,0.0,Gd,1035.0,Y,PosA,Norm,SBrkr
68,train,226000.0,1479,0,0,,3,1Fam,TA,Av,1013.0,0.0,GLQ,Unf,1.0,0.0,Gd,440.0,Y,Norm,Norm,SBrkr
69,train,80000.0,747,0,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,747.0,Y,Artery,Norm,SBrkr
70,train,225000.0,1304,983,0,,3,1Fam,TA,No,603.0,0.0,BLQ,Unf,0.0,0.0,TA,701.0,Y,Norm,Norm,SBrkr
71,train,244000.0,2223,0,0,,3,1Fam,TA,Gd,1880.0,0.0,ALQ,Unf,1.0,0.0,Gd,343.0,Y,Norm,Norm,SBrkr
72,train,129500.0,845,0,0,,2,1Fam,TA,No,565.0,0.0,ALQ,Unf,1.0,0.0,TA,280.0,Y,Norm,Norm,SBrkr
73,train,185000.0,885,833,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,832.0,Y,Norm,Norm,SBrkr
74,train,144900.0,1086,0,0,,3,1Fam,TA,No,320.0,362.0,ALQ,BLQ,1.0,0.0,TA,404.0,Y,Norm,Norm,SBrkr
75,train,107400.0,840,765,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Fa,840.0,N,Norm,Norm,SBrkr
76,train,91000.0,526,462,0,,2,Twnhs,TA,Gd,462.0,0.0,GLQ,Unf,1.0,0.0,Gd,0.0,Y,Norm,Norm,SBrkr
77,train,135750.0,952,0,0,,2,1Fam,TA,No,228.0,0.0,ALQ,Unf,0.0,0.0,TA,724.0,Y,Norm,Norm,FuseA
78,train,127000.0,1072,213,0,,2,1Fam,TA,No,336.0,41.0,BLQ,GLQ,1.0,0.0,TA,295.0,Y,Norm,Norm,SBrkr
79,train,136500.0,1768,0,0,,4,Duplex,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1768.0,N,Norm,Norm,SBrkr
80,train,110000.0,682,548,0,Grvl,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,440.0,Y,Norm,Norm,SBrkr
81,train,193500.0,1182,960,0,,4,1Fam,TA,No,448.0,0.0,Rec,Unf,0.0,0.0,Gd,448.0,Y,Norm,Norm,SBrkr
82,train,153500.0,1337,0,0,,2,TwnhsE,Gd,No,1201.0,0.0,GLQ,Unf,1.0,0.0,Ex,36.0,Y,Norm,Norm,SBrkr
83,train,245000.0,1563,0,0,,3,1Fam,TA,No,33.0,0.0,GLQ,Unf,0.0,0.0,Gd,1530.0,Y,Norm,Norm,SBrkr
84,train,126500.0,1065,0,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1065.0,Y,Norm,Norm,SBrkr
85,train,168500.0,804,670,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,384.0,Y,Norm,Norm,SBrkr
86,train,260000.0,1301,1116,0,,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1288.0,Y,Norm,Norm,SBrkr
87,train,174000.0,684,876,0,,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,684.0,Y,Norm,Norm,SBrkr
88,train,164500.0,612,612,0,Pave,2,TwnhsE,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,612.0,Y,Norm,Norm,SBrkr
89,train,85000.0,1013,0,0,,2,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1013.0,N,Feedr,Feedr,SBrkr
90,train,123600.0,990,0,0,,3,1Fam,TA,No,588.0,0.0,GLQ,Unf,1.0,0.0,Gd,402.0,Y,Norm,Norm,SBrkr
91,train,109900.0,1040,0,0,,2,1Fam,,,0.0,0.0,,,0.0,0.0,,0.0,Y,Norm,Norm,FuseA
92,train,98600.0,1235,0,0,,2,1Fam,TA,No,600.0,0.0,Rec,Unf,0.0,0.0,TA,635.0,Y,Norm,Norm,SBrkr
93,train,163500.0,964,0,0,Grvl,2,1Fam,TA,No,713.0,0.0,ALQ,Unf,1.0,0.0,Gd,163.0,Y,Norm,Norm,SBrkr
94,train,133900.0,1260,1031,0,,4,2fmCon,Fa,Mn,1046.0,0.0,Rec,Unf,0.0,1.0,TA,168.0,N,Norm,Norm,SBrkr
95,train,204750.0,905,881,0,,3,1Fam,TA,No,648.0,0.0,GLQ,Unf,1.0,0.0,Gd,176.0,Y,Norm,Norm,SBrkr
96,train,185000.0,680,790,0,,3,1Fam,Gd,No,310.0,0.0,ALQ,Unf,0.0,0.0,Gd,370.0,Y,Norm,Norm,SBrkr
97,train,214000.0,1588,0,0,,3,1Fam,TA,Av,1162.0,0.0,ALQ,Unf,0.0,0.0,Gd,426.0,Y,Norm,Norm,SBrkr
98,train,94750.0,960,0,0,,3,1Fam,TA,No,520.0,0.0,Rec,Unf,1.0,0.0,TA,440.0,Y,Norm,Norm,FuseF
99,train,83000.0,835,0,0,,2,1Fam,TA,No,108.0,0.0,ALQ,Unf,0.0,0.0,TA,350.0,N,Norm,Norm,SBrkr
100,train,128950.0,1225,0,0,,3,1Fam,TA,No,569.0,0.0,ALQ,Unf,1.0,0.0,TA,381.0,Y,Norm,Norm,SBrkr
101,train,205000.0,1610,0,0,,3,1Fam,TA,Mn,1200.0,0.0,ALQ,Unf,1.0,0.0,TA,410.0,Y,Norm,Norm,SBrkr
102,train,178000.0,977,755,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,741.0,Y,Norm,Norm,SBrkr
103,train,118964.0,1535,0,0,,4,Duplex,,,0.0,0.0,,,0.0,0.0,,0.0,Y,Norm,Norm,SBrkr
104,train,198900.0,1226,0,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1226.0,Y,Norm,Norm,SBrkr
105,train,169500.0,1226,592,0,,4,1Fam,TA,No,224.0,0.0,LwQ,Unf,0.0,0.0,TA,816.0,Y,Norm,Norm,FuseF
106,train,250000.0,1053,939,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1053.0,Y,Norm,Norm,SBrkr
107,train,100000.0,1047,0,0,Grvl,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Fa,641.0,Y,Norm,Norm,SBrkr
108,train,115000.0,789,0,0,,2,1Fam,TA,No,104.0,169.0,ALQ,BLQ,0.0,0.0,TA,516.0,Y,Norm,Norm,SBrkr
109,train,115000.0,997,520,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,793.0,N,Artery,Norm,FuseF
110,train,190000.0,1844,0,0,,3,1Fam,TA,No,705.0,0.0,BLQ,Unf,0.0,0.0,Gd,1139.0,Y,Norm,Norm,SBrkr
111,train,136900.0,1216,639,0,,4,1Fam,Fa,No,444.0,0.0,Rec,Unf,0.0,0.0,TA,550.0,Y,Norm,Norm,SBrkr
112,train,180000.0,774,656,0,,3,1Fam,TA,No,250.0,0.0,GLQ,Unf,0.0,0.0,Gd,134.0,Y,Norm,Norm,SBrkr
113,train,383970.0,1282,1414,0,,4,1Fam,TA,Av,984.0,0.0,GLQ,Unf,1.0,0.0,Ex,280.0,Y,Norm,Norm,SBrkr
114,train,217000.0,2259,0,0,,3,1Fam,TA,Mn,35.0,869.0,ALQ,Rec,1.0,0.0,Gd,905.0,Y,Norm,Norm,SBrkr
115,train,259500.0,1436,884,0,,3,1Fam,TA,No,774.0,150.0,ALQ,LwQ,1.0,0.0,TA,104.0,Y,Norm,Norm,SBrkr
116,train,176000.0,729,729,0,Pave,2,TwnhsE,TA,No,419.0,0.0,GLQ,Unf,0.0,0.0,Gd,310.0,Y,Norm,Norm,SBrkr
117,train,139000.0,1092,0,0,,3,1Fam,TA,No,170.0,670.0,LwQ,BLQ,0.0,1.0,TA,252.0,Y,Norm,Norm,SBrkr
118,train,155000.0,1125,0,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1125.0,Y,Norm,Norm,SBrkr
119,train,320000.0,1699,1523,0,,5,1Fam,TA,Mn,1470.0,0.0,GLQ,Unf,1.0,0.0,Gd,203.0,Y,Norm,Norm,SBrkr
120,train,163990.0,728,728,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,728.0,Y,Norm,Norm,SBrkr
121,train,180000.0,988,0,130,,1,1Fam,TA,Gd,938.0,0.0,ALQ,Unf,1.0,0.0,TA,0.0,Y,Norm,Norm,SBrkr
122,train,100000.0,772,351,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,732.0,Y,Norm,Norm,SBrkr
123,train,136000.0,1080,0,0,,3,1Fam,TA,No,570.0,0.0,BLQ,Unf,0.0,0.0,TA,510.0,Y,Norm,Norm,SBrkr
124,train,153900.0,1199,0,0,,2,TwnhsE,TA,No,300.0,0.0,GLQ,Unf,0.0,0.0,Gd,899.0,Y,Norm,Norm,SBrkr
125,train,181000.0,1586,0,0,,3,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1362.0,Y,Norm,Norm,SBrkr
126,train,84500.0,520,0,0,,2,2fmCon,TA,Av,490.0,0.0,GLQ,Unf,1.0,0.0,TA,30.0,N,Norm,Norm,SBrkr
127,train,128000.0,958,0,0,,2,TwnhsE,TA,No,120.0,0.0,ALQ,Unf,0.0,0.0,Gd,958.0,Y,Norm,Norm,SBrkr
128,train,87000.0,840,0,0,,3,1Fam,TA,No,116.0,0.0,LwQ,Unf,0.0,0.0,TA,556.0,Y,Feedr,Norm,SBrkr
129,train,155000.0,660,688,0,,3,1Fam,TA,No,512.0,0.0,BLQ,Unf,0.0,0.0,TA,148.0,Y,PosN,Norm,SBrkr
130,train,150000.0,1053,0,180,,3,1Fam,TA,No,567.0,28.0,Rec,BLQ,0.0,1.0,TA,413.0,Y,Norm,Norm,FuseA
131,train,226000.0,1216,941,0,,4,1Fam,TA,No,445.0,0.0,Rec,Unf,0.0,0.0,TA,479.0,Y,Norm,Norm,SBrkr
132,train,244000.0,1022,1032,0,,3,1Fam,TA,No,695.0,0.0,GLQ,Unf,1.0,0.0,Gd,297.0,Y,Norm,Norm,SBrkr
133,train,150750.0,1327,0,0,,3,1Fam,TA,No,405.0,0.0,Rec,Unf,1.0,0.0,TA,658.0,Y,Norm,Norm,SBrkr
134,train,220000.0,1296,0,0,,2,1Fam,TA,No,1005.0,0.0,GLQ,Unf,1.0,0.0,Ex,262.0,Y,Norm,Norm,SBrkr
135,train,180000.0,1721,0,0,,3,1Fam,TA,No,570.0,0.0,Rec,Unf,0.0,0.0,TA,891.0,Y,Norm,Norm,SBrkr
136,train,174000.0,1682,0,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1304.0,Y,Norm,Norm,SBrkr
137,train,143000.0,1214,0,0,,3,1Fam,TA,No,695.0,0.0,BLQ,Unf,0.0,0.0,TA,519.0,Y,Norm,Norm,SBrkr
138,train,171000.0,1959,0,0,,5,Duplex,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1907.0,Y,Norm,Norm,SBrkr
139,train,230000.0,1004,848,0,,3,1Fam,TA,Mn,668.0,0.0,GLQ,Unf,0.0,0.0,Gd,336.0,Y,Norm,Norm,SBrkr
140,train,231500.0,928,836,0,,3,1Fam,TA,No,821.0,0.0,GLQ,Unf,1.0,0.0,Gd,107.0,Y,Norm,Norm,SBrkr
141,train,115000.0,864,0,0,,3,1Fam,TA,No,432.0,0.0,ALQ,Unf,0.0,0.0,TA,432.0,Y,Norm,Norm,SBrkr
142,train,260000.0,1734,0,0,,3,1Fam,TA,Av,1300.0,0.0,GLQ,Unf,1.0,0.0,Gd,434.0,Y,Norm,Norm,SBrkr
143,train,166000.0,910,475,0,,4,1Fam,TA,No,507.0,0.0,Rec,Unf,0.0,0.0,TA,403.0,Y,Artery,Norm,SBrkr
144,train,204000.0,1501,0,0,,3,1Fam,TA,Gd,679.0,0.0,GLQ,Unf,1.0,0.0,Gd,811.0,Y,Norm,Norm,SBrkr
145,train,125000.0,1728,0,0,,6,Duplex,TA,No,1332.0,0.0,Rec,Unf,1.0,0.0,TA,396.0,Y,RRAe,Norm,SBrkr
146,train,130000.0,970,739,0,,3,Twnhs,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,970.0,Y,Norm,Norm,SBrkr
147,train,105000.0,875,0,0,,2,1Fam,TA,No,209.0,0.0,BLQ,Unf,1.0,0.0,TA,506.0,Y,Norm,Norm,FuseA
148,train,222500.0,884,1151,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,884.0,Y,Norm,Norm,SBrkr
149,train,141000.0,1080,0,0,,3,1Fam,TA,No,680.0,0.0,GLQ,Unf,1.0,0.0,Gd,400.0,Y,Norm,Norm,SBrkr
150,train,115000.0,896,448,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,896.0,Y,Norm,Norm,FuseA
151,train,122000.0,969,0,0,,3,1Fam,TA,Av,716.0,0.0,BLQ,Unf,0.0,0.0,TA,253.0,Y,Norm,Norm,SBrkr
152,train,372402.0,1710,0,0,,2,1Fam,TA,Gd,1400.0,0.0,GLQ,Unf,1.0,0.0,Ex,310.0,Y,Norm,Norm,SBrkr
153,train,190000.0,1097,896,0,,4,1Fam,TA,No,416.0,0.0,Rec,Unf,0.0,0.0,TA,409.0,Y,Norm,Norm,SBrkr
154,train,235000.0,1252,0,0,,1,1Fam,TA,Gd,429.0,1080.0,BLQ,ALQ,1.0,0.0,Gd,93.0,Y,Norm,Norm,SBrkr
155,train,125000.0,1200,0,0,,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1200.0,Y,Norm,Norm,FuseA
156,train,79000.0,572,524,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,572.0,N,Artery,Norm,FuseF
157,train,109500.0,1040,0,0,,2,1Fam,,,0.0,0.0,,,0.0,0.0,,0.0,Y,Norm,Norm,FuseF
158,train,269500.0,774,1194,0,,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Ex,774.0,Y,Norm,Norm,SBrkr
159,train,254900.0,991,956,0,,3,1Fam,TA,No,222.0,0.0,GLQ,Unf,0.0,0.0,Gd,769.0,Y,Norm,Norm,SBrkr
160,train,320000.0,1392,1070,168,,4,1Fam,TA,Mn,57.0,0.0,GLQ,Unf,1.0,0.0,Gd,1335.0,Y,Norm,Norm,SBrkr
161,train,162500.0,1232,0,0,,3,1Fam,TA,No,660.0,0.0,BLQ,Unf,0.0,0.0,Gd,572.0,Y,Norm,Norm,SBrkr
162,train,412500.0,1572,1096,0,,3,1Fam,TA,Av,1016.0,0.0,GLQ,Unf,1.0,0.0,Ex,556.0,Y,Norm,Norm,SBrkr
163,train,220000.0,1541,0,0,,3,1Fam,TA,Mn,1201.0,0.0,BLQ,Unf,0.0,0.0,Gd,340.0,Y,Norm,Norm,SBrkr
164,train,103200.0,882,0,0,,1,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,882.0,Y,Norm,Norm,SBrkr
165,train,152000.0,1149,467,0,Pave,3,1Fam,TA,Mn,370.0,0.0,LwQ,Unf,0.0,0.0,TA,779.0,Y,Norm,Norm,FuseA
166,train,127500.0,808,547,0,,4,2fmCon,TA,No,351.0,181.0,ALQ,Rec,1.0,0.0,TA,112.0,Y,Norm,Norm,SBrkr
167,train,190000.0,1867,0,0,,2,1Fam,TA,No,379.0,768.0,LwQ,BLQ,1.0,0.0,TA,470.0,Y,Norm,Norm,FuseA
168,train,325624.0,1610,551,0,,3,1Fam,TA,No,1288.0,0.0,GLQ,Unf,1.0,0.0,Ex,294.0,Y,Norm,Norm,SBrkr
169,train,183500.0,840,880,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,840.0,Y,Norm,Norm,SBrkr
170,train,228000.0,1707,0,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1686.0,Y,Norm,Norm,SBrkr
171,train,128500.0,854,0,0,,2,1Fam,TA,No,360.0,0.0,Rec,Unf,0.0,0.0,TA,360.0,Y,Feedr,Norm,SBrkr
172,train,215000.0,1656,0,0,,3,1Fam,Gd,Gd,639.0,0.0,BLQ,Unf,1.0,0.0,TA,441.0,Y,Norm,Norm,SBrkr
173,train,239000.0,1064,703,0,,2,TwnhsE,Gd,No,495.0,215.0,GLQ,Rec,1.0,0.0,Gd,354.0,Y,Norm,Norm,SBrkr
